"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1_sketchpad","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish_sketchpad","count_ISI_sketchpad","count_Sequence","count_errorFeedback_sketchpad","count_experiment","count_faster_sketchpad","count_fixation_sketchpad","count_instructions1_sketchpad","count_keyboard_response","count_logger","count_new_1_sketchpad","count_new_sketchpad","count_stimulus_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish_sketchpad","response_instructions1_sketchpad","response_keyboard_response","response_new_1_sketchpad","response_new_sketchpad","response_time","response_time_Finish_sketchpad","response_time_instructions1_sketchpad","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish_sketchpad","time_ISI_sketchpad","time_Sequence","time_errorFeedback_sketchpad","time_experiment","time_faster_sketchpad","time_fixation_sketchpad","time_instructions1_sketchpad","time_keyboard_response","time_logger","time_new_1_sketchpad","time_new_sketchpad","time_stimulus_sketchpad","title","total_correct","total_response_time","total_responses","width"
"90","90","552","552","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","30","30","30","0","30","30","0","30","30","0","0","30","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","30","30","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","646.0","NA","39738","646","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","92859","93883","79012","1670","NA","93884","1672","93984","94630","NA","NA","93984","Flanker task","28","17135.0","31","1024"
"90","90","549","549","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","31","31","31","0","31","31","0","31","31","0","0","31","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","31","31","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","444.0","NA","39738","444","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","94665","95690","79012","1670","NA","95691","1672","95792","96236","NA","NA","95791","Flanker task","29","17579.0","32","1024"
"90","90","551","551","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","32","32","32","0","32","32","0","32","32","0","0","32","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","32","32","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","627.0","NA","39738","627","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","NA","NA","NA","96274","97297","79012","1670","NA","97298","1672","97398","98025","NA","NA","97398","Flanker task","30","18206.0","33","1024"
"91","91","548","548","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","33","33","33","0","33","33","0","33","33","0","0","33","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","33","33","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","455.0","NA","39738","455","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","98059","99084","79012","1670","NA","99085","1672","99185","99641","NA","NA","99185","Flanker task","31","18661.0","34","1024"
"91","91","546","546","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","34","34","34","0","34","34","0","34","34","0","0","34","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","34","34","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","463.0","NA","39738","463","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","NA","NA","NA","99679","100710","79012","1670","NA","100711","1672","100811","101274","NA","NA","100811","Flanker task","32","19124.0","35","1024"
"91","91","545","545","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","35","35","35","0","35","35","0","35","35","0","0","35","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","35","35","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","498.0","NA","39738","498","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","NA","NA","NA","101317","102345","79012","1670","NA","102346","1672","102446","102944","NA","NA","102446","Flanker task","33","19622.0","36","1024"
"91","91","543","543","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","36","36","36","0","36","36","0","36","36","0","0","36","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","36","36","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","484.0","NA","39738","484","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","102948","103974","79012","1670","NA","103975","1672","104075","104560","NA","NA","104075","Flanker task","34","20106.0","37","1024"
"92","92","539","539","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","37","37","37","0","37","37","0","37","37","0","0","37","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","37","37","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","413.0","NA","39738","413","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","104563","105593","79012","1670","NA","105594","1672","105694","106107","NA","NA","105694","Flanker task","35","20519.0","38","1024"
"92","92","537","537","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","38","38","38","0","38","38","0","38","38","0","0","38","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","38","38","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","424.0","NA","39738","424","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","106111","107136","79012","1670","NA","107137","1672","107237","107661","NA","NA","107237","Flanker task","36","20943.0","39","1024"
"92","92","534","534","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","39","39","39","0","39","39","0","39","39","0","0","39","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","39","39","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","422.0","NA","39738","422","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","107694","108718","79012","1670","NA","108719","1672","108819","109241","NA","NA","108819","Flanker task","37","21365.0","40","1024"
"92","92","533","533","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","40","40","40","0","40","40","0","40","40","0","0","40","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","40","40","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","518.0","NA","39738","518","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","NA","NA","NA","109280","110306","79012","1670","NA","110307","1672","110407","110926","NA","NA","110407","Flanker task","38","21883.0","41","1024"
"92","92","532","532","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","41","41","41","0","41","41","0","41","41","0","0","41","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","41","41","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","479.0","NA","39738","479","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","NA","NA","NA","110970","111994","79012","1670","NA","111995","1672","112096","112575","NA","NA","112095","Flanker task","39","22362.0","42","1024"
"93","93","532","532","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","42","42","42","0","42","42","0","42","42","0","0","42","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","42","42","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","531.0","NA","39738","531","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","NA","NA","NA","112625","113648","79012","1670","NA","113649","1672","113750","114282","NA","NA","113749","Flanker task","40","22893.0","43","1024"
"93","93","530","530","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","43","43","43","0","43","43","0","43","43","0","0","43","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","43","43","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","454.0","NA","39738","454","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","NA","NA","NA","114334","115359","79012","1670","NA","115360","1672","115461","115915","NA","NA","115460","Flanker task","41","23347.0","44","1024"
"93","93","530","530","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","44","44","44","0","44","44","0","44","44","0","0","44","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","44","44","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","527.0","NA","39738","527","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","NA","NA","NA","115919","116946","79012","1670","NA","116948","1672","117048","117575","NA","NA","117048","Flanker task","42","23874.0","45","1024"
"93","93","531","531","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","45","45","45","0","45","45","0","45","45","0","0","45","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","45","45","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","NA","576.0","NA","39738","576","NA","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","NA","NA","NA","117579","118604","79012","1670","NA","118605","1672","118705","119282","NA","NA","118705","Flanker task","43","24450.0","46","1024"
"93","93","529","529","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","46","46","46","0","46","46","0","46","46","0","0","46","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","46","46","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","454.0","NA","39738","454","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","NA","NA","NA","119327","120357","79012","1670","NA","120358","1672","120458","120912","NA","NA","120458","Flanker task","44","24904.0","47","1024"
"93","93","527","527","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","47","47","47","0","47","47","0","47","47","0","0","47","Tue Sep  5 19:10:39 2023","1500","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","47","47","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","NA","433.0","NA","39738","433","NA","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","NA","NA","NA","120916","121939","79012","1670","NA","121940","1672","122041","122474","NA","NA","122040","Flanker task","45","25337.0","48","1024"
